FCCO,First Community Corporation,NCM,Australia
COIL,"Citadel Exploration, Inc",PNK,USA
SGYP,"Synergy Pharmaceuticals, Inc.",NMS,USA
BSRR,Sierra Bancorp,NMS,USA
G92.SI,China Aviation Oil (Singapore) Corporation Ltd,SES,Singapore
VEDL,Vedanta Limited,NYQ,USA
2SO.BE,SOPHOS GROUP,BER,Germany
TBT.BE,TOKUYAMA,BER,Germany
BVN,CompaÃ±Ã­a de Minas Buenaventura S.A.A.,NYQ,USA
CFIN.JK,CLIPAN FINANCE IDR250,JKT,Indonesia
Q8Q.BE,QEP RESOURCES,BER,Germany
BINDALAGRO-BE.NS,OSWAL CHEM & FERT-DEP SET,NSI,India
AVSC,"Advanced Visual Systems, Inc.",PNK,USA
BPT.AX,Beach Energy Limited,ASX,Australia
UNT,Unit Corporation,NYQ,USA
DARA,"DARA BioSciences, Inc",NCM,Australia
CEA,China Eastern Airlines Corp. Ltd.,NYQ,USA
MGHP.L,M&G, High Income Packaged Unit,LSE
AMZN.SW,AMAZON.COM,EBS,Austria
UN,Unilever N.V.,NYQ,USA
AEGA,FutureLand Corp.,PNK,USA
APOL.JK,ARPENI PRATAMA OCE IDR250,JKT,Indonesia
SPZR,"AMERI Holdings, Inc.",PNK,USA
TEM.L,Templeton Emerging Mkts Invmt Tr TEMIT,LSE,UK
LRAD,LRAD Corporation,NCM,Australia
XSP5.AX,,ASX,Australia
4383.KL,Jaya Tiasa Holdings Berhad,KLS,Malaysia
TOM2.AS,TOMTOM,AMS,Netherlands
UOF.BE,URBAN OUTFITTERS,BER,Germany
722005.TWO,JIH SUN SECURITIES C/W 11/10/16,TWO,Taiwan
TKOI,"Telkonet, Inc.",PNK,USA
MOCO,MOCON Inc.,NGM,Sweden
OIT.F,ORIENT CORP,FRA,Germany
AEG,AEGON N.V.,NYQ,USA
THCZ,"Rocky Mountain High Brands, Inc.",PNK,USA
PHCRF,PRIMARY HEALTHCARE L,PNK,USA
VOS.DE,Vossloh AG,GER,Germany
CTG,Computer Task Group Inc.,NMS,USA
WE7.DU,EVOLUTION MIN,DUS,Germany
SYDB.CO,Sydbank A/S,CPH,Denmark
WHC.BE,WEYERHAEUSER REIT,BER,Germany
HEB,"Hemispherx Biopharma, Inc.",ASE,USA
ZAR.MU,RENK,MUN,Germany
WJAFF,WestJet Airlines Ltd.,PNK,USA
SZEVY,Suez Environnement Company SA,PNK,USA
OPC.DE,Occidental Petroleum Corporation,GER,Germany
GAS,AGL Resources Inc.,NYQ,USA
166480.KQ,CORESTEM,KOE,South Korea
SVM.TO,Silvercorp Metals Inc.,TOR,Canada
PFV.HM,PFEIFFER VACU TECH,HAM,Germany
SCOR,"comScore, Inc.",NMS,USA
KIPS,"Kips Bay Medical, Inc.",PNK,USA
BLT,Blount International Inc.,NYQ,USA
CSW.BE,CRIMSON WINE GRP,BER,Germany
NAS.L,North Atlantic Smaller Cos Ord,LSE,UK
ZM3.SG,ZUMIEZ,STU,Germany
OLNCF,Omni-Lite Industries Canada Inc.,PNK,USA
GBU.TO,Gabriel Resources Ltd.,TOR,Canada
RP.V,RepliCel Life Sciences Inc.,VAN,Canada
054450.KQ,"Telechips, Inc.",KOE,South Korea
CLDT,Chatham Lodging Trust,NYQ,USA
SGF,"Aberdeen Singapore Fund, Inc.",NYQ,USA
GAZ.F,GAZPROM SP ADR,FRA,Germany
CNRAF,Vicinity Centres,PNK,USA
SSLYF,Sinotrans Shipping Ltd.,PNK,USA
BEYAZ.IS,Beyaz Filo Oto Kiralama A.S.,IST,Turkey
RUPA.NS,Rupa & Company Limited,NSI,India
CJ.TO,Cardinal Energy Ltd.,TOR,Canada
MPHC.QA,Mesaieed Petrochemical Holding Company Q.S.C.,DOH,Qatar
CESTY,Chinese Estates Holdings Ltd.,PNK,USA
NPEXF,Nippon Express Co. Ltd.,PNK,USA
CEM.V,Constantine Metal Resources Ltd.,VAN,Canada
XCN.DU,CLARION CO LTD,DUS,Germany
RHI.SG,RED HAT,STU,Germany
SFEX,Solarflex Corp.,PNK,USA
CAIU4L.SA,CAUME AGRO  PN,SAO,Brazil
KUYAS.IS,Kuyumcukent Gayrimenkul Yatirimlari A.S.,IST,Turkey
PDZ.AX,Prairie Mining Limited,ASX,Australia
CWEI,"Clayton Williams Energy, Inc.",NYQ,USA
0666.HK,SHK Hong Kong Industries Limited,HKG,Hong Kong
IGI,Western Asset Investment Grade Defined Opportunity Trust Inc.,NYQ,USA
OSU.L,Orsu Metals Corporation,LSE,UK
MZOR,Mazor Robotics Ltd.,NGM,Sweden
DPM.TO,Dundee Precious Metals Inc.,TOR,Canada
KLBN-DCA61L0.SA,KLABIN S/A  D61     N2,SAO,Brazil
NSI.L,New Star Investment Trust Ord,LSE,UK
1504.TW,TECO Electric & Machinery Co. Ltd.,TAI,Taiwan
MMHD.TA,Menora Mivtachim Holdings Ltd,TLV,Israel
TIM.DE,ZEAL Network SE,GER,Germany
TNE2.DE,"Telefónica, S.A.
",GER,Germany
CIN.L,City of London Group plc,LSE,UK
XO-R.BK,Exotic Food Public Company Limited,SET,Thailand
CFX,Colfax Corporation,NYQ,USA
EPD,Enterprise Products Partners L.P.,NYQ,USA
WHA.MU,WHARF (HLDGS),MUN,Germany
CURM,"CÜR Media, Inc.",OBB,USA
1818-OL.HK,ZHAOJIN MINING,HKG,Hong Kong
FMAO,Farmers and Merchants Bancorp Inc.,OBB,USA
UCLE,US NUCLEAR CORP,OBB,USA
R3P.F,REGENCY ENERGY,FRA,Germany
LOC.F,LION CORP,FRA,Germany
KKC-R.BK,Kulthorn Kirby Public Company Limited,SET,Thailand
0682.HK,Chaoda Modern Agriculture (Holdings) Ltd.,HKG,Hong Kong
Z1O.MU,ZILLOW-A,MUN,Germany
NEL-UN.V,NOBEL REAL ESTATE INVESTMENT TR,VAN,Canada
PUKN.MX,Prudential plc,MEX,Mexico
FUR.AS,FUGRO,AMS,Netherlands
REP1.MU,REPSOL OR15,MUN,Germany
PMXO,"PMX Communities, Inc.",OBB,USA
0884.HK,CIFI HOLD GP,HKG,Hong Kong
ECIGD,"Electronic Cigarettes International Group, Ltd.",PNK,USA
SCZ.F,SUN COMMUN REIT,FRA,Germany
HY,"Hyster-Yale Materials Handling, Inc.",NYQ,USA
GAI,Global-Tech Advanced Innovations Inc.,NGM,Sweden
AFOP,Alliance Fiber Optic Products Inc.,NGM,Sweden
3V4.BE,VISIBLE GOLD MINES,BER,Germany
YPPND,Yappn Corp.,PNK,USA
TBBK,The Bancorp Inc.,NMS,USA
HMRLF,Home Retail Group plc,PNK,USA
RGDEF,RDX Technologies Corporation,PNK,USA
SLBN.MX,Schlumberger Limited,MEX,Mexico
CHA,China Telecom Corp. Ltd.,NYQ,USA
ALIPS.PA,"Qiagen Marseille Société Anonyme
",PAR,France
PPX.SG,KERING,STU,Germany
SFG.AX,Seafarms Group Limited,ASX,Australia
HXL,Hexcel Corp.,NYQ,USA
C6O.F,CLOVIS ONCOLOGY,FRA,Germany
CEMP,"Cempra, Inc.",NMS,USA
BCPC,Balchem Corp.,NMS,USA
N8S.BE,NEW SOURCE ENERGY,BER,Germany
RIGN.VX,TRANSOCEAN N,VTX,International
TFI.PA,TF1 Group,PAR,France
K1L.BE,LINCOLN EDUC SVCS,BER,Germany
717280.TWO,YUANTA SECURITIES C/W 05/08/15(,TWO,Taiwan
PCDAF,Postmedia Network Canada Corp.,PNK,USA
XEUA.MU,KSH HOLDINGS,MUN,Germany
8CYN.F,CHINA YIDA HLDG,FRA,Germany
PSTI,"Pluristem Therapeutics, Inc.",NCM,Australia
WCE.BE,CECO ENVIRONMENTAL,BER,Germany
FDN.F,ENERSYS,FRA,Germany
GMA.V,Geomega Resources Inc.,VAN,Canada
PEG,Public Service Enterprise Group Inc.,NYQ,USA
MRGE,Merge Healthcare Incorporated,NMS,USA
NXTM,"Nxstage Medical, Inc.",NMS,USA
ATOS,"Atossa Genetics, Inc.",NCM,Australia
WEA,Western Asset Premier Bond Fund,NYQ,USA
FM.TO,First Quantum Minerals Ltd.,TOR,Canada
KBLB,"Kraig Biocraft Laboratories, Inc.",PNK,USA
227840.KS,HYUNDAI C&F,,KSC
AUY,"Yamana Gold, Inc.",NYQ,USA
GFF,Griffon Corporation,NYQ,USA
KLNDF,Klondex Mines Ltd.,PNK,USA
TNX.TO,Tanzanian Royalty Exploration Corp.,TOR,Canada
PGCPF,PTT Global Chemical Public Company Limited,PNK,USA
GLTC,"GelTech Solutions, Inc.",PNK,USA
GGLXF,GGL Resources Corp,PNK,USA
CNDL,"Candlewood Hotel Company, Inc.",PNK,USA
WGPLF,Wellgreen Platinum Ltd.,PNK,USA
HRIBF,"HORIBA, Ltd.",PNK,USA
VBF,Invesco Bond Fund,NYQ,USA
CZBT,Citizens Bancorp of Virginia Inc.,PNK,USA
0660-OL.HK,WAI CHUN MINING,HKG,Hong Kong
AMX.V,Amex Exploration Inc.,VAN,Canada
MXL,"MaxLinear, Inc.",NYQ,USA
GEBEY,Genting Berhad,PNK,USA
KLXC,Kalex Corp.,PNK,USA
TIANF,Tianneng Power International Ltd.,PNK,USA
GSH.V,Golden Share Mining Corporation,VAN,Canada
EMR.AX,Emerald Resources NL,ASX,Australia
LOEK.DU,LOEWE,DUS,Germany
0H5.F,HCI GROUP,FRA,Germany
WO1A.SG,WOWO SP ADR,STU,Germany
MINI,"Mobile Mini, Inc.",NMS,USA
NSPR,"InspireMD, Inc.",ASE,USA
IMGN,"ImmunoGen, Inc.",NMS,USA
FTF,Franklin Limited Duration Income Trust,ASE,USA
ELCPF,EDP ENERGIAS DE PORT,PNK,USA
EBAY34.SA,eBay Inc.,SAO,Brazil
RENE.L,ReNeuron Group plc,LSE,UK
001940.KS,KISCO Holdings Corp.,KSC,Korea
MANY,"Plures Technologies, Inc.",PNK,USA
VRTS,"Virtus Investment Partners, Inc.",NMS,USA
YGE,Yingli Green Energy Holding Co. Ltd.,NYQ,USA
ASYS,Amtech Systems Inc.,NMS,USA
ADM,Archer-Daniels-Midland Company,NYQ,USA
ECRO,ECC Capital Corp.,PNK,USA
HUSI-PG,"HSBC USA, Inc. Dep Shs repstg 1",NYQ,USA
MHO.MU,MISAWA HOMES,MUN,Germany
DNIYY,Danieli & C. Officine Meccaniche S.p.A.,PNK,USA
NHEGF,Nighthawk Energy plc,PNK,USA
SPNC,The Spectranetics Corporation,NMS,USA
AFFMQ,Affirmative Insurance Holdings Inc.,PNK,USA
VIBHA.BK,Vibhavadi Medical Center Public Company Limited,SET,Thailand
0TB.F,THERAVANCE BIOPH,FRA,Germany
YOSN,"Yosen Group, Inc.",PNK,USA
SERE.L,SCHRODER REIT,LSE,UK
DEQI,"Direct Equity International, Inc.",PNK,USA
TEG,"Integrys Energy Group, Inc.",NYQ,USA
6OL.DE,AOL Inc.,GER,Germany
SXE,"Southcross Energy Partners, L.P.",NYQ,USA
BPFHP,"Boston Private Financial Holdings, Inc.",NMS,USA
ENG.MC,ENAGAS,MCE,Spain
ARKI,ARKADIA INTL,OBB,USA
BSTC,BioSpecifics Technologies Corp.,NGM,Sweden
POTN.MX,Potash Corporation of Saskatchewan Inc.,MEX,Mexico
TICC,TICC Capital Corp.,NMS,USA
FPW.F,BUILD-A-BEAR WORKSH,FRA,Germany
C3I.SG,CHINA INFO TECH,STU,Germany
6133-OL.HK,VITAL MOBILE,HKG,Hong Kong
XSK.BE,SANKEN ELECTRIC,BER,Germany
XEK.BE,FORTRESS INVEST-A,BER,Germany
0425.HK,Minth Group Ltd.,HKG,Hong Kong
35V.SG,VIMPELCOM SP ADR,STU,Germany
UE,Urban Edge Properties,NYQ,USA
GRAM,Graña y Montero S.A.A.,NYQ,USA
SBFFF,SBM Offshore N.V.,PNK,USA
HUH1V.HE,Huhtamaki Oyj,HEL,Finland
1251-OL.HK,SPT ENERGY,HKG,Hong Kong
DML.AX,Discovery Metals Ltd.,ASX,Australia
UG8K.MU,AVENG,MUN,Germany
HSIC,"Henry Schein, Inc.",NMS,USA
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2,NYQ,USA
YEVN,"YOUR EVENT, INC.",PNK,USA
VV2.SG,VETROPACK,STU,Germany
YYLBB,UNIPROP MFG HSG COM ,PNK,USA
SHJ.F,ASAHI GLASS CO,FRA,Germany
GPHOF,Graphite One Resources Inc.,PNK,USA
MWZ.F,METLIFE,FRA,Germany
TIG.AX,Tigers Realm Coal Limited,ASX,Australia
WANSF,WANdisco plc,PNK,USA
NXPRF,"Nexans  Société Anonyme
",PNK,USA
GRAMN.MX,GRANA Y MONT SP ADS,MEX,Mexico
PGP.PA,The Procter & Gamble Company,PAR,France
RVDM,Riverdale Mining Inc.,PNK,USA
CHRT.L,Cohort PLC,LSE,UK
